old_id,project_id,perm_id,permittee,projname,status,phase,fy_cat,fy,const_date,inspe_date,wma,apn,lat,long,projtype,pub_priv,owner,hydromod,location,geocode,hydrsize,trmnt_meas,nonlid_mea,sitedesign,perm_area,tot_acres,oi_acres,our_acres,ouc_acres,nu_acres,otheracres,os_acres,pcb_load,hg_load,url,src_cntrl,comments,regulated,overlapped,include,trmnt_cat,check,prm_verify,within
,GSI_MIP_0056,551 Lundy St,Milpitas,551 Lundy St,Planned,,Planned,FY21-22,1/1/2022,,,,37.40594237340,-121.88984033900,Parcel-based,Private,,No,551 Lundy St,"551 Lundy St, Milpitas, CA",,,,,0.00000000000,3.67830137801,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0056"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3027,GSI_MIP_0028,Harmony Village,Milpitas,Harmony Village,Constructed,,FY15-16,FY15-16,1/1/2016,1/1/2016,Other - Milpitas,08641037,37.40670000000,-121.89970000000,Parcel-based,Private,,No,1615  Mc CAndless Dr Milpitas CA 95035-8003,1615  Mc CAndless Dr Milpitas CA 95035-8003,,,,,12.29200000000,12.29169701830,9.88000000000,0.00000000000,2.09000000000,0.00000000000,0.00000000000,0.32000000000,0.87738420829,12.89556542630,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0028"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3052,GSI_MIP_0022,District 2A,Milpitas,1590  MCCANDLESS DR MILPITAS CA 95035,Constructed,,FY14-15,FY14-15,1/1/2015,1/1/2015,Other - Milpitas,08633098,37.40870000000,-121.89900000000,Parcel-based,Private,,No,1590  Mccandless Dr Milpitas CA 95035,1590  MCCANDLESS DR MILPITAS CA 95035,,,,,5.51400000000,5.51371296213,0.00000000000,0.00000000000,5.51000000000,0.00000000000,0.00000000000,0.00000000000,0.14831906896,1.00349704647,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0022"" target=""_blank"">Click for details</a>",,No treatment according to Milpitas,No,No,No,None,N,Y,Milpitas
C3_SC_3053,GSI_MIP_0021,District 2B,Milpitas,1595  MCCANDLESS DR MILPITAS CA 95035-8001,Constructed,,FY14-15,FY14-15,1/1/2015,1/1/2015,Other - Milpitas,08633095,37.40880000000,-121.90010000000,Parcel-based,Private,,No,1595  Mccandless Dr Milpitas CA 95035-8001,1595  MCCANDLESS DR MILPITAS CA 95035-8001,,,,,4.17900000000,4.17927382736,0.00000000000,0.00000000000,4.18000000000,0.00000000000,0.00000000000,0.00000000000,0.11242209995,0.76062527943,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0021"" target=""_blank"">Click for details</a>",,No treatment according to Milpitas,No,No,No,None,N,Y,Milpitas
C3_SC_3059,GSI_OTH_0001,Milpitas BART,Other,Milpitas BART,Constructed,,FY16-17,FY16-17,1/1/2017,1/1/2017,Wrigley Creek,,37.40870000000,-121.88960000000,Parcel-based,Private,,No,"755 E CApitol Ave, Milpitas CA","755 E Capitol Ave, Milpitas, CA",,,,,21.59200000000,21.59181237110,19.46000000000,0.02000000000,2.06000000000,0.06000000000,0.00000000000,0.00000000000,1.67430204276,25.04054785750,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_OTH_0001"" target=""_blank"">Click for details</a>",,BART,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3018,GSI_MIP_0008,Humane Society of Silicon Valley,Milpitas,Humane Society of Silicon Valley,Constructed,,Pre-MRP2.0,FY10-11,1/1/2010,1/1/2010,036BYC091,08631006,37.42170000000,-121.88730000000,Parcel-based,Private,,No,901  Ames Av Milpitas CA 95035-6326,901  AMES AV MILPITAS CA 95035-6326,,,,,4.85400000000,4.85398098641,0.00000000000,0.00000000000,4.54000000000,0.31000000000,0.00000000000,0.00000000000,0.12210098648,0.82611076355,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0008"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
,GSI_MIP_0057,Anton,Milpitas,Anton,Under Construction,,Planned,FY20-21,1/1/2021,,,,37.40832365740,-121.89198415600,Parcel-based,Private,,No,730/750 E Capitol Expy,"730 E Capitol Expy, Milpitas, CA",,,,,0.00000000000,3.27830943308,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0057"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3062,GSI_MIP_0024,Kingsman/Shea Homes,Milpitas,Kingsman/Shea Homes,Constructed,,FY15-16,FY15-16,1/1/2016,1/1/2016,036PCL576,08616100,37.41230000000,-121.90230000000,Parcel-based,Private,,No,1201 S Main St Milpitas CA 95035,1201 S MAIN ST MILPITAS CA 95035,,,,,2.68900000000,2.68913593233,0.00000000000,0.00000000000,2.69000000000,0.00000000000,0.00000000000,0.00000000000,0.07233786819,0.48942349482,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0024"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
,GSI_MIP_0058,91 Montague,Milpitas,91 Montague,Planned,,Planned,FY21-22,1/1/2022,,,,37.40507400680,-121.90102118800,Parcel-based,Private,,No,91 Montague Expy,"91 Montague Expy, Milpitas, CA",,,,,0.00000000000,1.79365200689,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0058"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
,GSI_MIP_0059,Milpitas Main Pump Station,Milpitas,Milpitas Main Pump Station,Constructed,,Pre-MRP2.0,FY12-13,1/1/2013,,,,37.44810277540,-121.92293434700,Parcel-based,Private,,No,1425 N McCarthy Blvd,"1425 N McCarthy Blvd, Milpitas, CA",,,,,0.00000000000,2.98344093219,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0059"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3030,GSI_MIP_0033,Siena Townhomes (Amalfi II),Milpitas,Siena Townhomes (Amalfi II),Constructed,,FY16-17,FY16-17,1/1/2017,1/1/2017,Wrigley Creek,08632037,37.41430000000,-121.89150000000,Parcel-based,Private,,No,600 Amalfi Lp,"600 Amalfi Lp, Milpitas, CA",,,,,23.81700000000,3.70699448360,23.81000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.97878046950,30.16903366490,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0033"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3054,GSI_MIP_0035,District 1 - Lot 1,Milpitas,District 1 - Lot 1,Constructed,,Planned,FY17-18,1/1/2018,1/1/2018,Other - Milpitas,08633092,37.41210000000,-121.90020000000,Parcel-based,Private,,No,1315  Mccandless Dr Milpitas CA 95035,1315  MCCANDLESS DR MILPITAS CA 95035,,,,,4.97300000000,4.97336138583,0.00000000000,0.00000000000,4.96000000000,0.00000000000,0.00000000000,0.01000000000,0.13343030523,0.90267999935,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0035"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3028,GSI_MIP_0025,PACE (formerly Contour),Milpitas,PACE (formerly Contour),Constructed,,FY15-16,FY15-16,1/1/2016,1/1/2016,036PCL810,08636043,37.40470000000,-121.89540000000,Parcel-based,Private,,No,330 Montague Expy Milpitas CA,"330 Montague Expy, Milpitas, CA",,,,,8.98900000000,9.01855484432,0.02000000000,0.00000000000,9.00000000000,0.00000000000,0.00000000000,0.00000000000,0.24192526359,1.63832881371,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0025"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3055,GSI_MIP_0037,District 1 - Lot 2,Milpitas,District 1 - Lot 2,Under Construction,,Planned,FY20-21,1/1/2021,1/1/2019,Other - Milpitas,08633093,37.41080000000,-121.90030000000,Parcel-based,Private,,No,1425  Mc CAndless Dr Milpitas CA 95035-8001,1425  MC CANDLESS DR MILPITAS CA 95035-8001,,,,,2.57900000000,2.57932519536,0.00000000000,0.00000000000,2.58000000000,0.00000000000,0.00000000000,0.00000000000,0.06938370676,0.46943623161,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0037"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3030,GSI_MIP_0043,Palazzo,Milpitas,Palazzo,Constructed,,FY16-17,FY16-17,1/1/2017,1/1/2017,Wrigley Creek,,37.41430000000,-121.89150000000,Parcel-based,Private,,No,1200 Piper Dr,"1200 Piper Dr, Milpitas, CA",,,,,23.81700000000,8.49407841047,23.81000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.97878046950,30.16903366490,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0043"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_2503,GSI_MIP_0016,Paragon,Milpitas,Paragon,Constructed,,Pre-MRP2.0,FY11-12,1/1/2011,1/1/2011,036PCL576,08666061,37.40600000000,-121.90230000000,Parcel-based,Private,,No,47  Ede Ln Milpitas CA 95035,47  EDE LN MILPITAS CA 95035,,,,,3.32100000000,4.58821686277,3.32000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.27598091333,4.20779563403,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0016"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
,GSI_MIP_0061,Piercey Toyota,Milpitas,Piercey Toyota,Constructed,,Pre-MRP2.0,FY07-08,1/1/2008,,,,37.41794112480,-121.91252852700,Parcel-based,Private,,No,950 Thompson St,"950 Thompson St, Milpitas, CA",,,,,0.00000000000,11.31420235820,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0061"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
,GSI_MIP_0062,Shell Gas Station,Milpitas,Shell Gas Station,Constructed,,FY14-15,FY14-15,1/1/2015,,,,37.44660005110,-121.89269593200,Parcel-based,Private,,No,990 Jacklin Rd,"990 Jacklin Rd, Milpitas, CA",,,,,0.00000000000,0.65285815232,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0062"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3031,GSI_OTH_0002,1500  ESCUELA PY MILPITAS CA 95035-3220,Other,1500  ESCUELA PY MILPITAS CA 95035-3220,Constructed,,FY16-17,FY16-17,1/1/2017,1/1/2017,Other - Milpitas,,37.45360000000,-121.90100000000,Parcel-based,Private,,No,"1450 Escuela Pkwy, Milpitas, CA 95035","1450 Escuela Pkwy, Milpitas, CA 95035",,,,,2.57700000000,2.57671979577,0.00000000000,0.00000000000,2.58000000000,0.00000000000,0.00000000000,0.00000000000,0.06931376798,0.46896303988,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_OTH_0002"" target=""_blank"">Click for details</a>",,Project added by SCVURPPP; verify if this property has GI and if so what types; school district jurisdiction,Yes,No,Yes,LID,Y,,Milpitas
,GSI_MIP_0063,76 Gas Station,Milpitas,76 Gas Station,Constructed,,FY15-16,FY15-16,1/1/2016,,,,37.42791138870,-121.90970006800,Parcel-based,Private,,No,190 W Calaveras Blvd,"190 W Calaveras Blvd, Milpitas, CA",,,,,0.00000000000,0.91401654690,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0063"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3024,GSI_MIP_0023,Apex (formerly Centria West),Milpitas,Apex (formerly Centria West),Constructed,,FY14-15,FY14-15,1/1/2015,1/1/2015,Other - Milpitas,08612021,37.41440000000,-121.90370000000,Parcel-based,Private,,No,1102 S Abel St Milpitas CA 95035,1102 S ABEL ST MILPITAS CA 95035,,,,,5.31900000000,5.31905442049,0.00000000000,5.32000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.14308270993,0.96806889248,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0023"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_2500,GSI_MIP_0009,Aspen Family Apartments,Milpitas,Aspen Family Apartments,Constructed,,Pre-MRP2.0,FY10-11,1/1/2010,1/1/2010,036PCL576,08622043,37.40680000000,-121.90240000000,Parcel-based,Private,,No,60  Mihalakis St Milpitas CA 95035,60  MIHALAKIS ST MILPITAS CA 95035,,,,,0.50700000000,2.69847395593,0.51000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.04211059211,0.64204717451,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0009"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3023,GSI_MIP_0005,Centria Condominiums (formerly Centria East),Milpitas,Centria Condominiums (formerly Centria East),Constructed,,Pre-MRP2.0,FY09-10,1/1/2009,1/1/2009,Other - Milpitas,08667030,37.41390000000,-121.90290000000,Parcel-based,Private,,No,1101 S Main St Milpitas CA 95035,1101 S MAIN ST MILPITAS CA 95035,,,,,3.37000000000,3.36957650687,0.00000000000,3.37000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.09064170282,0.61326356554,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0005"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3025,GSI_MIP_0019,Cerano Apartments,Milpitas,Cerano Apartments,Constructed,,FY13-14,FY13-14,1/1/2014,1/1/2014,Other - Milpitas,08601041,37.41770000000,-121.92830000000,Parcel-based,Private,,No,501  Murphy Ranch Rd Milpitas CA 95035,501  MURPHY RANCH RD MILPITAS CA 95035,,,,,7.59500000000,7.59512332673,0.00000000000,0.00000000000,0.00000000000,7.60000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0019"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3026,GSI_MIP_0026,Cerano Park,Milpitas,Cerano Park,Constructed,,FY15-16,FY15-16,1/1/2016,1/1/2016,Other - Milpitas,08669011,37.41610000000,-121.92480000000,Parcel-based,Private,,No,751 Murphy Ranch Rd,"751 Murphy Ranch Rd, Milpitas, CA",,,,,14.90900000000,1.99424123647,0.00000000000,0.00000000000,0.00000000000,14.91000000000,0.00000000000,0.00000000000,0.00000219586,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0026"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3026,GSI_MIP_0046,Coyote Creek Townhomes,Milpitas,Coyote Creek Townhomes,Constructed,,FY15-16,FY15-16,1/1/2016,1/1/2016,Other - Milpitas,,37.41610000000,-121.92480000000,Parcel-based,Private,,No,601 Murphy Ranch Rd,601 Murphy Ranch Rd,,,,,14.90900000000,12.91506374960,0.00000000000,0.00000000000,0.00000000000,14.91000000000,0.00000000000,0.00000000000,0.00000219586,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0046"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_0283,GSI_MIP_0001,VHC - Milpitas,Milpitas,VHC - Milpitas,Constructed,,Pre-MRP2.0,FY06-07,7/1/2006,7/1/2006,Other - Milpitas,02208044,37.43210000000,-121.90799220000,Parcel-based,Private,,No,"143 N Main St, Milpitas, CA","143 N Main St, Milpitas, CA",,CDS Vortex Separater Unit,,,1.11200000000,1.11189323666,0.00000000000,0.00000000000,1.11000000000,0.00000000000,0.00000000000,0.00000000000,0.02990983988,0.20236397243,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0001"" target=""_blank"">Click for details</a>",,No treatment according to Milpitas,No,No,No,None,N,Y,Milpitas
C3_SC_3012,GSI_MIP_0014,Devries Place,Milpitas,Devries Place,Constructed,,Pre-MRP2.0,FY10-11,1/1/2010,1/1/2010,Other - Milpitas,02208045,37.43260000000,-121.90780000000,Parcel-based,Private,,No,163 N Main St Milpitas CA 95035,163 N MAIN ST MILPITAS CA 95035,,,,,1.21900000000,1.21905522548,0.00000000000,1.20000000000,0.02000000000,0.00000000000,0.00000000000,0.00000000000,0.03279244634,0.22186710906,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0014"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3056,GSI_MIP_0038,District 1 - Lot 3,Milpitas,District 1 - Lot 3,Under Construction,,Planned,FY20-21,1/1/2021,1/1/2019,Other - Milpitas,08633101,37.41110000000,-121.89880000000,Parcel-based,Private,,No,1320  Mccandless Dr Milpitas CA 95035,1300  MCCANDLESS DR MILPITAS CA 95035,,,,,5.74800000000,8.12004242392,0.00000000000,0.00000000000,5.75000000000,0.00000000000,0.00000000000,0.00000000000,0.15462577028,1.04616692162,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0038"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3057,GSI_MIP_0039,Centre Pointe Neighborhood,Milpitas,Centre Pointe Neighborhood,Constructed,,Planned,FY18-19,5/1/2019,1/1/2019,Other - Milpitas,08633088,37.40900000000,-121.89750000000,Parcel-based,Private,,No,1557  Centre Pointe Dr Milpitas CA 95035-8010,1557  CENTRE POINTE DR MILPITAS CA 95035-8010,,,,,9.78700000000,10.49923870170,0.00000000000,0.00000000000,9.79000000000,0.00000000000,0.00000000000,0.00000000000,0.26326921454,1.78122665596,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0039"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_3019,GSI_MIP_0027,Sinclair Renaissance (Belcourt),Milpitas,Sinclair Renaissance (Belcourt),Constructed,,FY15-16,FY15-16,1/1/2016,1/1/2016,Other - Milpitas,08629054,37.43060000000,-121.88700000000,Parcel-based,Private,,No,333 Sinclair Frontage Rd Milpitas CA,"333 Sinclair Frontage Rd, Milpitas, CA",,,,,9.67800000000,9.67826614382,0.00000000000,0.00000000000,0.74000000000,8.94000000000,0.00000000000,0.00000000000,0.01980302735,0.13398330772,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0027"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
,GSI_MIP_0064,Houret,Milpitas,Houret,Under Construction,,Planned,FY19-20,1/1/2020,,,,37.40692154680,-121.89658220200,Parcel-based,Private,,No,Houret Ct,"Houret Ct, Milpitas, CA",,,,,0.00000000000,5.98233387674,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0064"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
C3_SC_0278,GSI_SCC_0001,"Elmwood Correctional Facility, Sally Port / Gate House",Santa Clara County Unincorporated,"Elmwood Correctional Facility, Sally Port / Gate House",Constructed,,Pre-MRP2.0,FY12-13,1/1/2012,1/1/2012,Other - Milpitas,,37.41880000000,-121.90866010000,Parcel-based,Private,,No,"701 S Abel St, Milpitas, CA","701 S Abel St, Milpitas, CA",Uniform Intensity Approach,Bioswales,,,61.34400000000,61.34293804680,0.00000000000,0.00000000000,32.67000000000,28.68000000000,0.00000000000,0.00000000000,0.87889827099,5.94644926453,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_SCC_0001"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,,Milpitas
C3_SC_3015,GSI_MIP_0013,South Bay Honda Dealership,Milpitas,South Bay Honda Dealership,Constructed,,Pre-MRP2.0,FY10-11,1/1/2010,1/1/2010,Other - Milpitas,08605026,37.41900000000,-121.91270000000,Parcel-based,Private,,No,920  Thompson St Milpitas CA 95035-5251,920  THOMPSON ST MILPITAS CA 95035-5251,,,,,4.85400000000,4.85420933696,0.00000000000,0.00000000000,0.00000000000,4.85000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,"<a href=""http://eoainc.org/dma/index.php?project_id=GSI_MIP_0013"" target=""_blank"">Click for details</a>",,,Yes,No,Yes,LID,N,Y,Milpitas
